#000000;Black;Black
#3E3A44;Ship Gray;Gray
#3F5D53;Mineral Green;Green
#401801;Brown Pod;Brown
#403D19;Thatch Green;Green
#40A860;Chateau Green;Green
#40E0D0;Turquoise;Cyan
#4169E1;Royal Blue;Blue
#41AA78;Ocean Green;Green
#441D00;Morocco Brown;Brown
#45B1E8;Picton Blue;Blue
#462425;Crater Brown;Brown
#4682B4;Steel Blue;Blue
#480404;Rustic Red;Red
#481C1C;Cocoa Bean;Brown
#483131;Woody Brown;Brown
#483D8B;Dark Slate Blue;Purple
#48D1CC;Medium Turquoise;Cyan
#495400;Verdun Green;Green
#4B0082;Indigo;Purple
#4F7942;Fern Green;Green
#507096;Kashmir Blue;Blue
#516E3D;Chalet Green;Green
#51808F;Smalt Blue;Blue
#53824B;Hippie Green;Green
#556B2F;Dark Olive Green;Green
#5590D9;Havelock Blue;Blue
#56B4BE;Fountain Blue;Blue
#589AAF;Hippie Blue;Blue
#5F9EA0;Cadet Blue;Blue
#61845F;Glade Green;Green
#6495ED;Cornflower Blue;Blue
#66CDAA;Medium Aqua Marine;Green
#66FF00;Bright Green;Green
#66FF66;Screamin' Green;Green
#678975;Viridian Green;Green
#696969;Dim Gray;Gray
#6A5ACD;Slate Blue;Purple
#6B8E23;Olive Drab;Green
#6CDAE7;Turquoise Blue;Blue
#708090;Slate Gray;Gray
#71D9E2;Aquamarine Blue;Blue
#72010F;Venetian Red;Red
#76D7EA;Sky Blue;Blue
#778899;Light Slate gray;Gray
#77DD77;Pastel Green;Green
#78866B;Camouflage Green;Green
#7A58C1;Fuchsia Blue;Blue
#7B68EE;Medium Slate Blue;Purple
#7C881A;Trendy Green;Green
#7CFC00;Lawn Green;Green
#7F76D3;Moody Blue;Blue
#7FFF00;Chart Reuse;Green
#7FFFD4;Aqua Marine;Green
#800000;Maroon;Red
#800080;Purple;Purple
#801818;Falu Red;Red
#808000;Olive;Green
#808080;Gray;Gray
#816E71;Spicy Pink;Pink
#819885;Spanish Green;Green
#8581D9;Chetwode Blue;Blue
#87CEEB;Sky Blue;Blue
#87CEFA;Light Sky blue;Blue
#893843;Solid Pink;Pink
#894367;Cannon Pink;Pink
#8A2BE2;Blue Violet;Purple
#8AB9F1;Jordy Blue;Blue
#8B0000;Dark Red;Red
#8B008B;Dark Magenta;Purple
#8B4513;Saddle Brown;Brown
#8C055E;Cardinal Pink;Pink
#8C6495;Trendy Pink;Pink
#8D8974;Granite Green;Green
#8DA8CC;Polo Blue;Blue
#8FBC8F;Dark Sea Green;Green
#8FD6B4;Vista Blue;Blue
#90EE90;Light Green;Green
#9370DB;Medium Purple;Purple
#93DFB8;Algae Green;Green
#9400D3;Dark Violet;Purple
#96BBAB;Summer Green;Green
#98FF98;Mint Green;Green
#9932CC;Dark Orchid;Purple
#997A8D;Mountbatten Pink;Pink
#9AC2B8;Shadow Green;Green
#9ACD32;Yellow Green;Green
#9EB1CD;Rock Blue;Blue
#A0522D;Sienna;Brown
#A52A2A;Brown;Red
#A9A9A9;Dark Gray;Gray
#ADD8E6;Light Blue;Blue
#ADFF2F;Green Yellow;Green
#AFEEEE;Pale Turquoise;Blue
#B0C4DE;Light Steel Blue;Blue
#B0E0E6;Powder Blue;Blue
#B22222;Firebrick;Red
#B8860B;Dark Golden Rod;Yellow
#BA55D3;Medium Orchid;Purple
#BC8F8F;Rosy Brown;Brown
#BDB76B;Dark Khaki;Green
#C0C0C0;Silver;Gray
#C71585;Medium Violet Red;Pink
#CD5C5C;Indian Red;Red
#CD853F;Peru;Brown
#D2691E;Chocolate;Brown
#D2B48C;Tan;Brown
#D3D3D3;Light Gray;Gray
#D8BFD8;Thistle;Pink
#DA70D6;Orchid;Pink
#DAA520;Golden Rod;Yellow
#DB7093;Pale Violet Red;Pink
#DC143C;Crimson;Red
#DCDCDC;Gainsboro;Gray
#DDA0DD;Plum;Pink
#DEB887;Burly Wood;Brown
#E0FFFF;Light Cyan;Cyan
#E6E6FA;Lavender;Purple
#E9967A;Dark Salmon;Red
#EE82EE;Violet;Pink
#EEE8AA;Pale Golden Rod;Green
#F08080;Light Coral;Red
#F0E68C;Khaki;Green
#F0F8FF;Alice Blue;Blue
#F0FFF0;Honeydew;Green
#F0FFFF;Azure;Blue
#F4A460;Sandy Brown;Brown
#F5DEB3;Wheat;Yellow
#F5F5DC;Beige;Yellow
#F5F5F5;White Smoke;Gray
#F5FFFA;Mint Cream;Blue
#F8F8FF;Ghost White;Purple
#FA8072;Salmon;Red
#FAEBD7;Antique White;Yellow
#FAF0E6;Linen;Brown
#FAFAD2;Light Golden Rod Yellow;Yellow
#FDF5E6;Old Lace;Yellow
#FF0000;Red;Red
#FF00FF;Magenta;Pink
#FF1493;Deep Pink;Pink
#FF4500;Orange Red;Orange
#FF6347;Tomato;Red
#FF69B4;Hot Pink;Pink
#FF7F50;Coral;Red
#FF8C00;Dark Orange;Orange
#FFA07A;Light Salmon;Red
#FFA500;Orange;Orange
#FFB6C1;Light Pink;Pink
#FFC0CB;Pink;Pink
#FFD700;Gold;Yellow
#FFDAB9;Peach Puff;Orange
#FFDEAD;Navajo White;Orange
#FFE4B5;Moccasin;Orange
#FFE4C4;Bisque;Yellow
#FFE4E1;Misty Rose;Pink
#FFEBCD;Blanched Almond;Yellow
#FFEFD5;Papaya Whip;Orange
#FFF0F5;Lavender Blush;Pink
#FFF5EE;Sea Shell;Pink
#FFF8DC;Corn Silk;Yellow
#FFFACD;Lemon Chiffon;Yellow
#FFFAF0;Floral White;Yellow
#FFFAFA;Wnow;Pink
#FFFF00;Yellow;Yellow
#FFFFE0;Light Yellow;Yellow
#FFFFF0;Ivory;Yellow
#FFFFFF;White;White
A3E3ED;Blizzard Blue;Blue
A72525;Mexican Red;Red
A9B2C3;Cadet Blue;Blue
AAD6E6;Regent St Blue;Blue
ACB78E;Swamp Green;Green
ADDFAD;Moss Green;Green
AE4560;Hippie Pink;Pink
B0E0E6;Powder Blue;Blue
B10000;Bright Red;Red
B5B35C;Olive Green;Green
B81104;Milano Red;Red
BA0101;Guardsman Red;Red
C0D8B6;Pixie Green;Green
C154C1;Fuchsia Pink;Pink
C3DDF9;Tropical Blue;Blue
C5E17A;Yellow Green;Green
C62D42;Brick Red;Red
C69191;Oriental Pink;Pink
C9B93B;Earls Green;Green
C9FFE5;Aero Blue;Blue
CADCD4;Paris White;White
CC3333;Persian Red;Red
CCCAA8;Thistle Green;Green
D0F0C0;Tea Green;Green
D29EAA;Careys Pink;Pink
D4E2FC;Hawkes Blue;Blue
D69188;My Pink;Pink
D7837F;New York Pink;Pink
DE3163;Cerise Red;Red
DEE5C0;Beryl Green;Green
DEF5FF;Pattens Blue;Blue
E0FFFF;Baby Blue;Blue
E1E6D6;Periglacial Blue;Blue
E2F3EC;Apple Green;Green
E3BEBE;Cavern Pink;Pink
E5D7BD;Stark White;White
E6D7B9;Double Spanish White;White
E6F8F3;Off Green;Green
E6FFE9;Hint of Green;Green
E79F8C;Tonys Pink;Pink
E7F8FF;Lily White;White
E8EBE0;Green White;White
E8F1D4;Chrome White;White
E9CECD;Oyster Pink;Pink
ECEBBD;Fall Green;Green
ED989E;Sea Pink;Pink
EEE3AD;Double Colonial White;White
EEF6F7;Catskill White;White
EEFDFF;Twilight Blue;Blue
F0EEFF;Titan White;White
F0F8FF;Alice Blue;Blue
F2C3B2;Mandys Pink;Pink
F3E9E5;Dawn Pink;Pink
F5E9D3;Albescent White;White
F5F3E5;Ecru White;White
F7468A;Violet Red;Red
F77FBE;Persian Pink;Pink
F7F2E1;Quarter Spanish White;White
F9E0ED;Carousel Pink;Pink
FAF7D6;Citrine White;White
FB607F;Brink Pink;Pink
FBAED2;Lavender Pink;Pink
FBF9F9;Hint of Red;Red
FC0FC0;Shocking Pink;Pink
FC80A5;Tickle Me Pink;Pink
FCF8F7;Vista White;White
FD0E35;Torch Red;Red
FD9FA2;Sweet Pink;Pink
FDD7E4;Pig Pink;Pink
FDF6D3;Half Colonial White;White
FEF3D8;Bleach White;White
FEF4DB;Half Spanish White;White
FEF4F8;Wisp Pink;Pink
FEF5F1;Provincial Pink;Pink
FEF7DE;Half Dutch White;White
FEFCED;Orange White;White
FF0000;Red;Red
FF355E;Radical Red;Red
FF4040;Coral Red;Red
FF69B4;Hot Pink;Pink
FF6FFF;Blush Pink;Pink
FFA6C9;Carnation Pink;Pink
FFAB81;Hit Pink;Pink
FFC0CB;Pink;Pink
FFC3C0;Your Pink;Pink
FFD1DC;Pastel Pink;Pink
FFDEAD;Navajo White;White
FFEDBC;Colonial White;White
FFEFC1;Egg White;White
FFEFEC;Fair Pink;Pink
FFF4CE;Barley White;White
FFF6F5;Rose White;White
FFF8D1;Baja White;White
FFFCEA;Buttery White;White
FFFDF3;Orchid White;White
FFFEEC;Apricot White;White
FFFEF6;Black White;White
FFFFFF;White;White
